,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Zona,Precio_m2
155,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,38,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 168.000.000,$,168000000,168.0,Zona Noroccidental,4.572008510026535
156,Apartamento,Apartamento en venta en Zona Noroccidental,3,4,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 601.000.000,$,601000000,601.0,Zona Noroccidental,4.572008510026535
157,Casa,Casa en venta en Zona Noroccidental,3,2,83,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 319.500.000,$,319500000,319.5,Zona Noroccidental,4.572008510026535
158,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,62,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 250.000.000,$,250000000,250.0,Zona Noroccidental,4.572008510026535
159,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 430.000.000,$,430000000,430.0,Zona Noroccidental,4.572008510026535
160,Apartamento,Apartamento en venta en Zona Noroccidental,3,4,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 601.000.000,$,601000000,601.0,Zona Noroccidental,4.572008510026535
161,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000,$,225000000,225.0,Zona Noroccidental,4.572008510026535
162,Casa,Casa en venta en Zona Noroccidental,3,3,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 325.000.000,$,325000000,325.0,Zona Noroccidental,4.572008510026535
163,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 209.500.000,$,209500000,209.5,Zona Noroccidental,4.572008510026535
164,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 209.500.000,$,209500000,209.5,Zona Noroccidental,4.572008510026535
166,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,108,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 620.000.000,$,620000000,620.0,Zona Noroccidental,4.572008510026535
167,Apartamento,Apartamento en venta en Zona Noroccidental,11,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 210.000.000,$,210000000,210.0,Zona Noroccidental,4.572008510026535
168,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,50,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 257.000.000,$,257000000,257.0,Zona Noroccidental,4.572008510026535
169,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,105,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 530.000.000,$,530000000,530.0,Zona Noroccidental,4.572008510026535
170,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 222.750.000,$,222750000,222.75,Zona Noroccidental,4.572008510026535
171,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,67,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,Zona Noroccidental,4.572008510026535
172,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,Zona Noroccidental,4.572008510026535
173,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 153.000.000,$,153000000,153.0,Zona Noroccidental,4.572008510026535
174,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 471.990.000,$,471990000,471.99,Zona Noroccidental,4.572008510026535
175,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,85,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 519.800.000,$,519800000,519.8,Zona Noroccidental,4.572008510026535
176,Casa,Casa en venta en Zona Noroccidental,3,2,69,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 316.000.000,$,316000000,316.0,Zona Noroccidental,4.572008510026535
177,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,76,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000,$,340000000,340.0,Zona Noroccidental,4.572008510026535
178,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 379.990.000,$,379990000,379.99,Zona Noroccidental,4.572008510026535
179,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,$,500000000,500.0,Zona Noroccidental,4.572008510026535
180,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 472.000.000,$,472000000,472.0,Zona Noroccidental,4.572008510026535
181,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 292.000.000,$,292000000,292.0,Zona Noroccidental,4.572008510026535
182,Casa,Casa en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 419.990.000,$,419990000,419.99,Zona Noroccidental,4.572008510026535
183,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,99,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 495.000.007,$,495000007,495.000007,Zona Noroccidental,4.572008510026535
184,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 288.000.000,$,288000000,288.0,Zona Noroccidental,4.572008510026535
185,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,104,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 479.030.000,$,479030000,479.03,Zona Noroccidental,4.572008510026535
186,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,Zona Noroccidental,4.572008510026535
188,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 310.000.000,$,310000000,310.0,Zona Noroccidental,4.572008510026535
189,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,120,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 570.000.000,$,570000000,570.0,Zona Noroccidental,4.572008510026535
190,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,65,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 325.000.000,$,325000000,325.0,Zona Noroccidental,4.572008510026535
191,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 601.000.000,$,601000000,601.0,Zona Noroccidental,4.572008510026535
192,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,41,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 200.000.000,$,200000000,200.0,Zona Noroccidental,4.572008510026535
193,Casa,Casa en venta en Zona Noroccidental,2,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 183.000.000,$,183000000,183.0,Zona Noroccidental,4.572008510026535
194,Casa,Casa en venta en Zona Noroccidental,6,3,208,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,$,420000000,420.0,Zona Noroccidental,4.572008510026535
195,Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000,$,423000000,423.0,Zona Noroccidental,4.572008510026535
196,Apartamento,Apartamento en venta en Zona Noroccidental,3,5,166,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.080.000.000,$,1080000000,1080.0,Zona Noroccidental,4.572008510026535
197,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 315.000.000,$,315000000,315.0,Zona Noroccidental,4.572008510026535
198,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.000.000,$,290000000,290.0,Zona Noroccidental,4.572008510026535
199,Apartamento,Apartamento en venta en Zona Noroccidental,1,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 210.000.000,$,210000000,210.0,Zona Noroccidental,4.572008510026535
200,Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000,$,423000000,423.0,Zona Noroccidental,4.572008510026535
201,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,103,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 498.900.000,$,498900000,498.9,Zona Noroccidental,4.572008510026535
202,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,50,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 165.000.000,$,165000000,165.0,Zona Noroccidental,4.572008510026535
203,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,42,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 195.000.000,$,195000000,195.0,Zona Noroccidental,4.572008510026535
204,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,48,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 190.000.000,$,190000000,190.0,Zona Noroccidental,4.572008510026535
205,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,111,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 509.395.301,$,509395301,509.395301,Zona Noroccidental,4.572008510026535
206,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 153.000.000,$,153000000,153.0,Zona Noroccidental,4.572008510026535
207,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,138,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 900.000.000,$,900000000,900.0,Zona Noroccidental,4.572008510026535
211,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,69,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000,$,340000000,340.0,Zona Noroccidental,4.572008510026535
212,Casa,Casa en venta en Zona Noroccidental,3,3,83,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000,$,225000000,225.0,Zona Noroccidental,4.572008510026535
213,Casa,Casa en venta en Zona Noroccidental,3,3,76,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 430.000.000,$,430000000,430.0,Zona Noroccidental,4.572008510026535
214,Casa,Casa en venta en Zona Noroccidental,3,2,65,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 280.000.000,$,280000000,280.0,Zona Noroccidental,4.572008510026535
215,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,100,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 490.000.000,$,490000000,490.0,Zona Noroccidental,4.572008510026535
216,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,120,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 490.000.000,$,490000000,490.0,Zona Noroccidental,4.572008510026535
217,Casa,Casa en venta en Zona Noroccidental,5,3,242,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 490.000.000,$,490000000,490.0,Zona Noroccidental,4.572008510026535
218,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,116,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 750.000.000,$,750000000,750.0,Zona Noroccidental,4.572008510026535
219,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,$,420000000,420.0,Zona Noroccidental,4.572008510026535
220,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 480.000.000,$,480000000,480.0,Zona Noroccidental,4.572008510026535
221,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 270.000.000,$,270000000,270.0,Zona Noroccidental,4.572008510026535
222,Casa,Casa en venta en Zona Noroccidental,3,2,61,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 253.100.000,$,253100000,253.1,Zona Noroccidental,4.572008510026535
223,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 360.000.000,$,360000000,360.0,Zona Noroccidental,4.572008510026535
224,Casa,Casa en venta en Zona Noroccidental,2,1,36,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 144.000.000,$,144000000,144.0,Zona Noroccidental,4.572008510026535
225,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,43,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 142.500.000,$,142500000,142.5,Zona Noroccidental,4.572008510026535
226,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 146.500.000,$,146500000,146.5,Zona Noroccidental,4.572008510026535
227,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 147.000.000,$,147000000,147.0,Zona Noroccidental,4.572008510026535
228,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 164.000.000,$,164000000,164.0,Zona Noroccidental,4.572008510026535
229,Casa,Casa en venta en Zona Noroccidental,3,3,83,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 325.000.000,$,325000000,325.0,Zona Noroccidental,4.572008510026535
230,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 396.000.000,$,396000000,396.0,Zona Noroccidental,4.572008510026535
231,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,103,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 430.000.000,$,430000000,430.0,Zona Noroccidental,4.572008510026535
232,Casa,Casa en venta en Zona Noroccidental,4,4,149,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 750.000.000,$,750000000,750.0,Zona Noroccidental,4.572008510026535
233,Apartamento,Apartamento en venta en Zona Noroccidental,1,1,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 415.000.000,$,415000000,415.0,Zona Noroccidental,4.572008510026535
234,Casa,Casa en venta en Zona Noroccidental,5,3,135,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 660.000.000,$,660000000,660.0,Zona Noroccidental,4.572008510026535
237,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,40,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 160.000.000,$,160000000,160.0,Zona Noroccidental,4.572008510026535
238,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,40,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 200.000.000,$,200000000,200.0,Zona Noroccidental,4.572008510026535
239,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,77,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 320.000.000,$,320000000,320.0,Zona Noroccidental,4.572008510026535
240,Casa,Casa en venta en Zona Noroccidental,4,3,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 430.000.000,$,430000000,430.0,Zona Noroccidental,4.572008510026535
243,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,55,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 174.000.000,$,174000000,174.0,Zona Noroccidental,4.572008510026535
244,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,66,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 302.000.000,$,302000000,302.0,Zona Noroccidental,4.572008510026535
245,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,94,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 530.000.000,$,530000000,530.0,Zona Noroccidental,4.572008510026535
246,Apartamento,Apartamento en venta en Zona Noroccidental,4,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 248.500.000,$,248500000,248.5,Zona Noroccidental,4.572008510026535
247,Casa,Casa en venta en Cundinamarca - Bogotá D.C. - Niza,3,3,85,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,Zona Noroccidental,4.572008510026535
248,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,53,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 215.000.000,$,215000000,215.0,Zona Noroccidental,4.572008510026535
249,Casa,Casa en venta en Zona Noroccidental,3,5,187,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.500.000.000,$,1500000000,1500.0,Zona Noroccidental,4.572008510026535
250,Local,Local en venta en Zona Noroccidental,1,1,16,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 250.000.000,$,250000000,250.0,Zona Noroccidental,4.572008510026535
251,Casa,Casa en venta en Zona Noroccidental,3,1,62,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 140.000.000,$,140000000,140.0,Zona Noroccidental,4.572008510026535
252,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 550.000.000,$,550000000,550.0,Zona Noroccidental,4.572008510026535
253,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,56,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 160.000.000,$,160000000,160.0,Zona Noroccidental,4.572008510026535
255,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 160.000.000,$,160000000,160.0,Zona Noroccidental,4.572008510026535
256,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 165.000.000,$,165000000,165.0,Zona Noroccidental,4.572008510026535
257,Casa,Casa en venta en Zona Noroccidental,4,1,47,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 185.000.000,$,185000000,185.0,Zona Noroccidental,4.572008510026535
258,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,38,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 160.000.000,$,160000000,160.0,Zona Noroccidental,4.572008510026535
259,Apartamento,Apartamento en venta en Zona Noroccidental,3,4,196,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 998.000.000,$,998000000,998.0,Zona Noroccidental,4.572008510026535
260,Casa,Casa en venta en Zona Noroccidental,3,3,140,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 200.000.000,$,200000000,200.0,Zona Noroccidental,4.572008510026535
263,Casa,Casa en venta en Zona Noroccidental,7,3,210,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 240.000.000,$,240000000,240.0,Zona Noroccidental,4.572008510026535
264,Apartamento,Apartamento en venta en Zona Noroccidental,3,3,80,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,Zona Noroccidental,4.572008510026535
265,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 400.000.000,$,400000000,400.0,Zona Noroccidental,4.572008510026535
266,Apartamento,Apartamento en venta en Zona Noroccidental,3,4,119,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 840.000.000,$,840000000,840.0,Zona Noroccidental,4.572008510026535
267,Casa,Casa en venta en Zona Noroccidental,4,3,130,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 320.000.000,$,320000000,320.0,Zona Noroccidental,4.572008510026535
268,Casa,Casa en venta en Zona Noroccidental,4,3,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 400.000.000,$,400000000,400.0,Zona Noroccidental,4.572008510026535
274,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,64,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 230.000.000,$,230000000,230.0,Zona Noroccidental,4.572008510026535
275,Casa,Casa en venta en Zona Noroccidental,5,4,170,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.700.000.000,$,1700000000,1700.0,Zona Noroccidental,4.572008510026535
278,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,55,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,Zona Noroccidental,4.572008510026535
279,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,75,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 265.000.000,$,265000000,265.0,Zona Noroccidental,4.572008510026535
